"Name","Country","code","link","run_against","total_out","others_avg","BattingAverage","Inns","Not_out"
"hugh trumble","australia",7977,"https://stats.espncricinfo.com/ci/engine/player/7977.html?class=1;template=results;type=allround;view=match",23771,848,28.03183962,19.79,57,14
"john trumble","australia",7978,"https://stats.espncricinfo.com/ci/engine/player/7978.html?class=1;template=results;type=allround;view=match",5024,206,24.38834951,20.25,13,1
"victor trumper","australia",7980,"https://stats.espncricinfo.com/ci/engine/player/7980.html?class=1;template=results;type=allround;view=match",34385,1161,29.61670973,39.04,89,8
"alan turner","australia",7989,"https://stats.espncricinfo.com/ci/engine/player/7989.html?class=1;template=results;type=allround;view=match",13975,376,37.16755319,29.53,27,1
"charlie turner","australia",7990,"https://stats.espncricinfo.com/ci/engine/player/7990.html?class=1;template=results;type=allround;view=match",10361,460,22.52391304,11.53,32,4
"tom veivers","australia",8103,"https://stats.espncricinfo.com/ci/engine/player/8103.html?class=1;template=results;type=allround;view=match",19471,519,37.51637765,31.26,30,4
"mike veletta","australia",8105,"https://stats.espncricinfo.com/ci/engine/player/8105.html?class=1;template=results;type=allround;view=match",7761,221,35.11764706,18.81,11,0
"adam voges","australia",8119,"https://stats.espncricinfo.com/ci/engine/player/8119.html?class=1;template=results;type=allround;view=match",16852,513,32.84990253,61.87,31,7
"matthew wade","australia",230193,"https://stats.espncricinfo.com/ci/engine/player/230193.html?class=1;template=results;type=allround;view=match",32160,930,34.58064516,29.87,63,9
"mervyn waite","australia",8133,"https://stats.espncricinfo.com/ci/engine/player/8133.html?class=1;template=results;type=allround;view=match",3406,96,35.47916667,3.66,3,0
"max walker","australia",8137,"https://stats.espncricinfo.com/ci/engine/player/8137.html?class=1;template=results;type=allround;view=match",31156,898,34.69487751,19.53,43,13
"tim wall","australia",8142,"https://stats.espncricinfo.com/ci/engine/player/8142.html?class=1;template=results;type=allround;view=match",17941,466,38.5,6.36,24,5
"frank walters","australia",8149,"https://stats.espncricinfo.com/ci/engine/player/8149.html?class=1;template=results;type=allround;view=match",2171,72,30.15277778,6,2,0
"doug walters","australia",8151,"https://stats.espncricinfo.com/ci/engine/player/8151.html?class=1;template=results;type=allround;view=match",59802,1766,33.86296716,48.26,125,14
"frank ward","australia",8157,"https://stats.espncricinfo.com/ci/engine/player/8157.html?class=1;template=results;type=allround;view=match",5477,145,37.77241379,6,8,2
"shane warne","australia",8166,"https://stats.espncricinfo.com/ci/engine/player/8166.html?class=1;template=results;type=allround;view=match",124929,3526,35.43079977,17.32,199,17
"david warner","australia",219889,"https://stats.espncricinfo.com/ci/engine/player/219889.html?class=1;template=results;type=allround;view=match",91687,2617,35.03515476,44.59,205,8
"john watkins","australia",8173,"https://stats.espncricinfo.com/ci/engine/player/8173.html?class=1;template=results;type=allround;view=match",2478,81,30.59259259,39,2,1
"graeme watson","australia",8176,"https://stats.espncricinfo.com/ci/engine/player/8176.html?class=1;template=results;type=allround;view=match",5720,175,32.68571429,10.77,9,0
"shane watson","australia",8180,"https://stats.espncricinfo.com/ci/engine/player/8180.html?class=1;template=results;type=allround;view=match",51799,1436,36.07172702,35.19,109,3
"bill watson","australia",8181,"https://stats.espncricinfo.com/ci/engine/player/8181.html?class=1;template=results;type=allround;view=match",5237,139,37.67625899,17.66,7,1
"mark waugh","australia",8189,"https://stats.espncricinfo.com/ci/engine/player/8189.html?class=1;template=results;type=allround;view=match",99760,2880,34.63888889,41.81,209,17
"steve waugh","australia",8192,"https://stats.espncricinfo.com/ci/engine/player/8192.html?class=1;template=results;type=allround;view=match",133845,3792,35.29667722,51.06,260,46
"beau webster","australia",381329,"https://stats.espncricinfo.com/ci/engine/player/381329.html?class=1;template=results;type=allround;view=match",2182,78,27.97435897,96,2,1
"dirk wellham","australia",8198,"https://stats.espncricinfo.com/ci/engine/player/8198.html?class=1;template=results;type=allround;view=match",6278,187,33.57219251,23.36,11,0
"kepler wessels","australia",47884,"https://stats.espncricinfo.com/ci/engine/player/47884.html?class=1;template=results;type=allround;view=match",31589,901,35.05993341,42.95,42,1
"dav whatmore","australia",8210,"https://stats.espncricinfo.com/ci/engine/player/8210.html?class=1;template=results;type=allround;view=match",7373,204,36.14215686,22.53,13,0
"cameron white","australia",8291,"https://stats.espncricinfo.com/ci/engine/player/8291.html?class=1;template=results;type=allround;view=match",5922,153,38.70588235,29.2,7,2
"mike whitney","australia",8220,"https://stats.espncricinfo.com/ci/engine/player/8220.html?class=1;template=results;type=allround;view=match",12446,356,34.96067416,6.18,19,8
"bill whitty","australia",8222,"https://stats.espncricinfo.com/ci/engine/player/8222.html?class=1;template=results;type=allround;view=match",11940,365,32.71232877,13.41,19,7
"julien wiener","australia",8224,"https://stats.espncricinfo.com/ci/engine/player/8224.html?class=1;template=results;type=allround;view=match",6333,176,35.98295455,25.54,11,0
"brad williams","australia",8231,"https://stats.espncricinfo.com/ci/engine/player/8231.html?class=1;template=results;type=allround;view=match",6486,158,41.05063291,7.66,6,3
"jack wilson","australia",8237,"https://stats.espncricinfo.com/ci/engine/player/8237.html?class=1;template=results;type=allround;view=match",2631,72,36.54166667,0,0,0
"paul wilson","australia",8241,"https://stats.espncricinfo.com/ci/engine/player/8241.html?class=1;template=results;type=allround;view=match",2649,72,36.79166667,0,2,2
"graeme wood","australia",8251,"https://stats.espncricinfo.com/ci/engine/player/8251.html?class=1;template=results;type=allround;view=match",44523,1391,32.00790798,31.83,112,6
"ashley woodcock","australia",8244,"https://stats.espncricinfo.com/ci/engine/player/8244.html?class=1;template=results;type=allround;view=match",2368,72,32.88888889,27,1,0
"bill woodfull","australia",8246,"https://stats.espncricinfo.com/ci/engine/player/8246.html?class=1;template=results;type=allround;view=match",29011,784,37.00382653,46,54,4
"sammy woods","australia",22492,"https://stats.espncricinfo.com/ci/engine/player/22492.html?class=1;template=results;type=allround;view=match",3588,183,19.60655738,5.33,6,0
"roger woolley","australia",8256,"https://stats.espncricinfo.com/ci/engine/player/8256.html?class=1;template=results;type=allround;view=match",3383,93,36.37634409,10.5,2,0
"jack worrall","australia",8260,"https://stats.espncricinfo.com/ci/engine/player/8260.html?class=1;template=results;type=allround;view=match",7265,304,23.89802632,25.15,22,3
"kevin wright","australia",8264,"https://stats.espncricinfo.com/ci/engine/player/8264.html?class=1;template=results;type=allround;view=match",9546,287,33.26132404,16.84,18,5
"graham yallop","australia",8448,"https://stats.espncricinfo.com/ci/engine/player/8448.html?class=1;template=results;type=allround;view=match",30299,915,33.1136612,41.13,70,3
"bruce yardley","australia",8449,"https://stats.espncricinfo.com/ci/engine/player/8449.html?class=1;template=results;type=allround;view=match",28512,865,32.96184971,19.56,54,4
"shaun young","australia",8457,"https://stats.espncricinfo.com/ci/engine/player/8457.html?class=1;template=results;type=allround;view=match",2242,81,27.67901235,4,2,1
"tim zoehrer","australia",8468,"https://stats.espncricinfo.com/ci/engine/player/8468.html?class=1;template=results;type=allround;view=match",10062,267,37.68539326,20.5,14,2
"bobby abel","england",8480,"https://stats.espncricinfo.com/ci/engine/player/8480.html?class=1;template=results;type=allround;view=match",7586,357,21.24929972,37.2,22,2
"charlie absolom","england",8483,"https://stats.espncricinfo.com/ci/engine/player/8483.html?class=1;template=results;type=allround;view=match",2054,77,26.67532468,29,2,0
"chris adams","england",8487,"https://stats.espncricinfo.com/ci/engine/player/8487.html?class=1;template=results;type=allround;view=match",5336,149,35.81208054,13,8,0
"usman afzaal","england",8499,"https://stats.espncricinfo.com/ci/engine/player/8499.html?class=1;template=results;type=allround;view=match",4759,111,42.87387387,16.6,6,1
"jonathan agnew","england",8501,"https://stats.espncricinfo.com/ci/engine/player/8501.html?class=1;template=results;type=allround;view=match",4327,119,36.36134454,10,4,3
"rehan ahmed","england",1263691,"https://stats.espncricinfo.com/ci/engine/player/1263691.html?class=1;template=results;type=allround;view=match",6203,185,33.52972973,10.3,10,0
"kabir ali","england",8476,"https://stats.espncricinfo.com/ci/engine/player/8476.html?class=1;template=results;type=allround;view=match",2561,81,31.61728395,5,2,0
"moeen ali","england",8917,"https://stats.espncricinfo.com/ci/engine/player/8917.html?class=1;template=results;type=allround;view=match",58573,1678,34.90643623,28.12,118,8
"david allen","england",8513,"https://stats.espncricinfo.com/ci/engine/player/8513.html?class=1;template=results;type=allround;view=match",35137,935,37.57967914,25.5,51,15
"gubby allen","england",8515,"https://stats.espncricinfo.com/ci/engine/player/8515.html?class=1;template=results;type=allround;view=match",22303,610,36.56229508,24.19,33,2
"maurice allom","england",8524,"https://stats.espncricinfo.com/ci/engine/player/8524.html?class=1;template=results;type=allround;view=match",4595,149,30.83892617,14,3,2
"paul allott","england",8526,"https://stats.espncricinfo.com/ci/engine/player/8526.html?class=1;template=results;type=allround;view=match",13037,353,36.93201133,14.2,18,3
"tim ambrose","england",8845,"https://stats.espncricinfo.com/ci/engine/player/8845.html?class=1;template=results;type=allround;view=match",11699,313,37.37699681,29.8,16,1
"les ames","england",8532,"https://stats.espncricinfo.com/ci/engine/player/8532.html?class=1;template=results;type=allround;view=match",41488,1128,36.78014184,40.56,72,12
"dennis amiss","england",8535,"https://stats.espncricinfo.com/ci/engine/player/8535.html?class=1;template=results;type=allround;view=match",37949,1144,33.1722028,46.3,88,10
"james anderson","england",8608,"https://stats.espncricinfo.com/ci/engine/player/8608.html?class=1;template=results;type=allround;view=match",164024,4631,35.41870006,8.96,265,114
"keith andrew","england",8545,"https://stats.espncricinfo.com/ci/engine/player/8545.html?class=1;template=results;type=allround;view=match",3475,96,36.19791667,9.66,4,1
"zafar ansari","england",349853,"https://stats.espncricinfo.com/ci/engine/player/349853.html?class=1;template=results;type=allround;view=match",4568,134,34.08955224,9.8,5,0
"bob appleyard","england",8554,"https://stats.espncricinfo.com/ci/engine/player/8554.html?class=1;template=results;type=allround;view=match",7113,264,26.94318182,17,9,6
"alfred archer","england",8555,"https://stats.espncricinfo.com/ci/engine/player/8555.html?class=1;template=results;type=allround;view=match",2235,80,27.9375,31,2,1
"jofra archer","england",669855,"https://stats.espncricinfo.com/ci/engine/player/669855.html?class=1;template=results;type=allround;view=match",12344,378,32.65608466,7.75,20,0
"tom armitage","england",8561,"https://stats.espncricinfo.com/ci/engine/player/8561.html?class=1;template=results;type=allround;view=match",2765,107,25.8411215,11,3,0
"ted arnold","england",8565,"https://stats.espncricinfo.com/ci/engine/player/8565.html?class=1;template=results;type=allround;view=match",8874,293,30.28668942,13.33,15,3
"geoff arnold","england",8566,"https://stats.espncricinfo.com/ci/engine/player/8566.html?class=1;template=results;type=allround;view=match",28560,828,34.49275362,12.02,46,11
"john arnold","england",8567,"https://stats.espncricinfo.com/ci/engine/player/8567.html?class=1;template=results;type=allround;view=match",2662,77,34.57142857,17,2,0
"ewart astill","england",8576,"https://stats.espncricinfo.com/ci/engine/player/8576.html?class=1;template=results;type=allround;view=match",10125,285,35.52631579,12.66,15,0
"mike atherton","england",8579,"https://stats.espncricinfo.com/ci/engine/player/8579.html?class=1;template=results;type=allround;view=match",85788,2508,34.20574163,37.69,212,7
"bill athey","england",8581,"https://stats.espncricinfo.com/ci/engine/player/8581.html?class=1;template=results;type=allround;view=match",17356,511,33.96477495,22.97,41,1
"gus atkinson","england",1039481,"https://stats.espncricinfo.com/ci/engine/player/1039481.html?class=1;template=results;type=allround;view=match",11306,330,34.26060606,23.46,16,1
"william attewell","england",8588,"https://stats.espncricinfo.com/ci/engine/player/8588.html?class=1;template=results;type=allround;view=match",7340,305,24.06557377,16.66,15,6
"rob bailey","england",8942,"https://stats.espncricinfo.com/ci/engine/player/8942.html?class=1;template=results;type=allround;view=match",4639,146,31.7739726,14.87,8,0
"trevor bailey","england",8944,"https://stats.espncricinfo.com/ci/engine/player/8944.html?class=1;template=results;type=allround;view=match",42665,1435,29.73170732,29.74,91,14
"david bairstow","england",8954,"https://stats.espncricinfo.com/ci/engine/player/8954.html?class=1;template=results;type=allround;view=match",5036,149,33.79865772,20.83,7,1
"jonny bairstow","england",297433,"https://stats.espncricinfo.com/ci/engine/player/297433.html?class=1;template=results;type=allround;view=match",82039,2478,33.10694108,36.39,178,12
"fred bakewell","england",8960,"https://stats.espncricinfo.com/ci/engine/player/8960.html?class=1;template=results;type=allround;view=match",6161,181,34.03867403,45.44,9,0
"chris balderstone","england",8962,"https://stats.espncricinfo.com/ci/engine/player/8962.html?class=1;template=results;type=allround;view=match",3980,100,39.8,9.75,4,0
"jake ball","england",414990,"https://stats.espncricinfo.com/ci/engine/player/414990.html?class=1;template=results;type=allround;view=match",5577,143,39,8.37,8,0
"gary ballance","england",232438,"https://stats.espncricinfo.com/ci/engine/player/232438.html?class=1;template=results;type=allround;view=match",22000,629,34.97615262,37.45,42,2
"bob barber","england",8982,"https://stats.espncricinfo.com/ci/engine/player/8982.html?class=1;template=results;type=allround;view=match",25405,643,39.51010886,35.59,45,3
"wilf barber","england",8983,"https://stats.espncricinfo.com/ci/engine/player/8983.html?class=1;template=results;type=allround;view=match",3417,100,34.17,20.75,4,0
"graham barlow","england",8990,"https://stats.espncricinfo.com/ci/engine/player/8990.html?class=1;template=results;type=allround;view=match",3564,121,29.45454545,4.25,5,1
"dick barlow","england",8992,"https://stats.espncricinfo.com/ci/engine/player/8992.html?class=1;template=results;type=allround;view=match",10062,430,23.4,22.73,30,4
"sydney barnes","england",8996,"https://stats.espncricinfo.com/ci/engine/player/8996.html?class=1;template=results;type=allround;view=match",20068,713,28.14586255,8.06,39,9
"billy barnes","england",8998,"https://stats.espncricinfo.com/ci/engine/player/8998.html?class=1;template=results;type=allround;view=match",11022,532,20.71804511,23.38,33,2
"charlie barnett","england",9000,"https://stats.espncricinfo.com/ci/engine/player/9000.html?class=1;template=results;type=allround;view=match",17783,515,34.53009709,35.41,35,4
"kim barnett","england",9002,"https://stats.espncricinfo.com/ci/engine/player/9002.html?class=1;template=results;type=allround;view=match",5158,141,36.58156028,29.57,7,0
"fred barratt","england",9007,"https://stats.espncricinfo.com/ci/engine/player/9007.html?class=1;template=results;type=allround;view=match",4820,152,31.71052632,9.33,4,1
"ken barrington","england",9014,"https://stats.espncricinfo.com/ci/engine/player/9014.html?class=1;template=results;type=allround;view=match",63596,1841,34.54426942,58.67,131,15
"victor barton","england",9025,"https://stats.espncricinfo.com/ci/engine/player/9025.html?class=1;template=results;type=allround;view=match",1968,73,26.95890411,23,1,0
"billy bates","england",9037,"https://stats.espncricinfo.com/ci/engine/player/9037.html?class=1;template=results;type=allround;view=match",9429,408,23.11029412,27.33,26,2
"gareth batty","england",9042,"https://stats.espncricinfo.com/ci/engine/player/9042.html?class=1;template=results;type=allround;view=match",9404,256,36.734375,14.9,12,2
"george bean","england",9051,"https://stats.espncricinfo.com/ci/engine/player/9051.html?class=1;template=results;type=allround;view=match",3716,123,30.21138211,18.4,5,0
"alec bedser","england",9057,"https://stats.espncricinfo.com/ci/engine/player/9057.html?class=1;template=results;type=allround;view=match",43162,1232,35.03409091,12.75,71,15
"ian bell","england",9062,"https://stats.espncricinfo.com/ci/engine/player/9062.html?class=1;template=results;type=allround;view=match",99188,2729,36.34591425,42.69,205,24
"joey benjamin","england",9069,"https://stats.espncricinfo.com/ci/engine/player/9069.html?class=1;template=results;type=allround;view=match",2494,79,31.56962025,0,1,0
"mark benson","england",9074,"https://stats.espncricinfo.com/ci/engine/player/9074.html?class=1;template=results;type=allround;view=match",2633,75,35.10666667,25.5,2,0
"bob berry","england",9079,"https://stats.espncricinfo.com/ci/engine/player/9079.html?class=1;template=results;type=allround;view=match",3441,107,32.1588785,3,4,2
"dom bess","england",646847,"https://stats.espncricinfo.com/ci/engine/player/646847.html?class=1;template=results;type=allround;view=match",12385,379,32.67810026,22.78,19,5
"jacob bethell","england",1194959,"https://stats.espncricinfo.com/ci/engine/player/1194959.html?class=1;template=results;type=allround;view=match",4267,127,33.5984252,52,6,1
"martin bicknell","england",9089,"https://stats.espncricinfo.com/ci/engine/player/9089.html?class=1;template=results;type=allround;view=match",5619,151,37.21192053,6.42,7,0
"sam billings","england",297628,"https://stats.espncricinfo.com/ci/engine/player/297628.html?class=1;template=results;type=allround;view=match",4415,132,33.4469697,22,3,0
"jimmy binks","england",9095,"https://stats.espncricinfo.com/ci/engine/player/9095.html?class=1;template=results;type=allround;view=match",3258,104,31.32692308,22.75,4,0
"morice bird","england",9099,"https://stats.espncricinfo.com/ci/engine/player/9099.html?class=1;template=results;type=allround;view=match",8517,297,28.67676768,18.66,16,1
"jack birkenshaw","england",9103,"https://stats.espncricinfo.com/ci/engine/player/9103.html?class=1;template=results;type=allround;view=match",5809,160,36.30625,21.14,7,0
"ian blackwell","england",9117,"https://stats.espncricinfo.com/ci/engine/player/9117.html?class=1;template=results;type=allround;view=match",2817,77,36.58441558,4,1,0
"richard blakey","england",9121,"https://stats.espncricinfo.com/ci/engine/player/9121.html?class=1;template=results;type=allround;view=match",3666,94,39,1.75,4,0
"ivo bligh","england",9127,"https://stats.espncricinfo.com/ci/engine/player/9127.html?class=1;template=results;type=allround;view=match",3919,150,26.12666667,10.33,7,1
"colin blythe","england",9134,"https://stats.espncricinfo.com/ci/engine/player/9134.html?class=1;template=results;type=allround;view=match",13337,531,25.11676083,9.63,31,12
"jack board","england",9136,"https://stats.espncricinfo.com/ci/engine/player/9136.html?class=1;template=results;type=allround;view=match",4576,207,22.10628019,10.8,12,2
"brian bolus","england",9142,"https://stats.espncricinfo.com/ci/engine/player/9142.html?class=1;template=results;type=allround;view=match",7695,209,36.81818182,41.33,12,0
"major booth","england",9152,"https://stats.espncricinfo.com/ci/engine/player/9152.html?class=1;template=results;type=allround;view=match",2989,98,30.5,23,2,0
"ravi bopara","england",10582,"https://stats.espncricinfo.com/ci/engine/player/10582.html?class=1;template=results;type=allround;view=match",13270,307,43.2247557,31.94,19,1
"scott borthwick","england",310519,"https://stats.espncricinfo.com/ci/engine/player/310519.html?class=1;template=results;type=allround;view=match",2422,81,29.90123457,2.5,2,0
"bernard bosanquet","england",9158,"https://stats.espncricinfo.com/ci/engine/player/9158.html?class=1;template=results;type=allround;view=match",7216,224,32.21428571,13.36,14,3
"ian botham","england",9163,"https://stats.espncricinfo.com/ci/engine/player/9163.html?class=1;template=results;type=allround;view=match",73279,2244,32.65552585,33.54,161,6
"monty bowden","england",9171,"https://stats.espncricinfo.com/ci/engine/player/9171.html?class=1;template=results;type=allround;view=match",2327,96,24.23958333,12.5,2,0
"bill bowes","england",9181,"https://stats.espncricinfo.com/ci/engine/player/9181.html?class=1;template=results;type=allround;view=match",13621,395,34.4835443,4.66,11,5
"ted bowley","england",9184,"https://stats.espncricinfo.com/ci/engine/player/9184.html?class=1;template=results;type=allround;view=match",4990,146,34.17808219,36,7,0
"geoff boycott","england",9187,"https://stats.espncricinfo.com/ci/engine/player/9187.html?class=1;template=results;type=allround;view=match",79094,2392,33.06605351,47.72,193,23
"james bracey","england",747031,"https://stats.espncricinfo.com/ci/engine/player/747031.html?class=1;template=results;type=allround;view=match",3183,103,30.90291262,2.66,3,0
"bill bradley","england",9195,"https://stats.espncricinfo.com/ci/engine/player/9195.html?class=1;template=results;type=allround;view=match",3435,95,36.15789474,23,2,1
"len braund","england",9203,"https://stats.espncricinfo.com/ci/engine/player/9203.html?class=1;template=results;type=allround;view=match",16194,597,27.12562814,25.97,41,3
"mike brearley","england",9208,"https://stats.espncricinfo.com/ci/engine/player/9208.html?class=1;template=results;type=allround;view=match",27610,926,29.81641469,22.88,66,3
"walter brearley","england",9209,"https://stats.espncricinfo.com/ci/engine/player/9209.html?class=1;template=results;type=allround;view=match",4255,147,28.94557823,7,5,2
"don brennan","england",9210,"https://stats.espncricinfo.com/ci/engine/player/9210.html?class=1;template=results;type=allround;view=match",3312,97,34.1443299,8,2,0
"tim bresnan","england",9310,"https://stats.espncricinfo.com/ci/engine/player/9310.html?class=1;template=results;type=allround;view=match",22479,586,38.36006826,26.13,26,4
"johnny briggs","england",9223,"https://stats.espncricinfo.com/ci/engine/player/9223.html?class=1;template=results;type=allround;view=match",20967,850,24.66705882,18.11,50,5
"chris broad","england",9230,"https://stats.espncricinfo.com/ci/engine/player/9230.html?class=1;template=results;type=allround;view=match",19943,558,35.74014337,39.54,44,2
"stuart broad","england",10617,"https://stats.espncricinfo.com/ci/engine/player/10617.html?class=1;template=results;type=allround;view=match",144725,4123,35.10186757,18.03,244,41
"bill brockwell","england",9233,"https://stats.espncricinfo.com/ci/engine/player/9233.html?class=1;template=results;type=allround;view=match",6847,218,31.40825688,16.83,12,0
"hugh bromley davenport","england",9237,"https://stats.espncricinfo.com/ci/engine/player/9237.html?class=1;template=results;type=allround;view=match",3490,149,23.42281879,21.33,6,0
"harry brook","england",911707,"https://stats.espncricinfo.com/ci/engine/player/911707.html?class=1;template=results;type=allround;view=match",21542,635,33.92440945,58.48,40,1
"dennis brookes","england",9239,"https://stats.espncricinfo.com/ci/engine/player/9239.html?class=1;template=results;type=allround;view=match",2525,77,32.79220779,8.5,2,0
"alan brown","england",9249,"https://stats.espncricinfo.com/ci/engine/player/9249.html?class=1;template=results;type=allround;view=match",3800,101,37.62376238,0,1,1
"david brown","england",9252,"https://stats.espncricinfo.com/ci/engine/player/9252.html?class=1;template=results;type=allround;view=match",22023,645,34.14418605,11.79,34,5
"freddie brown","england",9255,"https://stats.espncricinfo.com/ci/engine/player/9255.html?class=1;template=results;type=allround;view=match",17172,520,33.02307692,25.31,30,1
"george brown","england",9259,"https://stats.espncricinfo.com/ci/engine/player/9259.html?class=1;template=results;type=allround;view=match",6920,223,31.03139013,29.9,12,2
"jack brown","england",9263,"https://stats.espncricinfo.com/ci/engine/player/9263.html?class=1;template=results;type=allround;view=match",7144,243,29.39917695,36.15,16,3
"simon brown","england",9269,"https://stats.espncricinfo.com/ci/engine/player/9269.html?class=1;template=results;type=allround;view=match",2733,78,35.03846154,11,2,1
"claude buckenham","england",9280,"https://stats.espncricinfo.com/ci/engine/player/9280.html?class=1;template=results;type=allround;view=match",4678,162,28.87654321,6.14,7,0
"rory burns","england",398778,"https://stats.espncricinfo.com/ci/engine/player/398778.html?class=1;template=results;type=allround;view=match",24879,807,30.82899628,30.32,59,0
"alan butcher","england",9323,"https://stats.espncricinfo.com/ci/engine/player/9323.html?class=1;template=results;type=allround;view=match",2723,78,34.91025641,17,2,0
"mark butcher","england",9327,"https://stats.espncricinfo.com/ci/engine/player/9327.html?class=1;template=results;type=allround;view=match",56417,1587,35.5494644,34.58,131,7
"roland butcher","england",9329,"https://stats.espncricinfo.com/ci/engine/player/9329.html?class=1;template=results;type=allround;view=match",4237,111,38.17117117,14.2,5,0
"harold butler","england",9331,"https://stats.espncricinfo.com/ci/engine/player/9331.html?class=1;template=results;type=allround;view=match",3319,103,32.22330097,15,2,1
"harry butt","england",9334,"https://stats.espncricinfo.com/ci/engine/player/9334.html?class=1;template=results;type=allround;view=match",2964,123,24.09756098,7.33,4,1
"jos buttler","england",308967,"https://stats.espncricinfo.com/ci/engine/player/308967.html?class=1;template=results;type=allround;view=match",47369,1441,32.8723109,31.94,100,9
"andy caddick","england",10633,"https://stats.espncricinfo.com/ci/engine/player/10633.html?class=1;template=results;type=allround;view=match",50781,1474,34.45115332,10.37,95,12
"freddie calthorpe","england",10643,"https://stats.espncricinfo.com/ci/engine/player/10643.html?class=1;template=results;type=allround;view=match",6302,159,39.63522013,18.42,7,0
"david capel","england",10653,"https://stats.espncricinfo.com/ci/engine/player/10653.html?class=1;template=results;type=allround;view=match",11291,364,31.01923077,15.58,25,1
"michael carberry","england",10656,"https://stats.espncricinfo.com/ci/engine/player/10656.html?class=1;template=results;type=allround;view=match",6971,200,34.855,28.75,12,0
"arthur carr","england",10666,"https://stats.espncricinfo.com/ci/engine/player/10666.html?class=1;template=results;type=allround;view=match",8994,258,34.86046512,19.75,13,1
"donald carr","england",10668,"https://stats.espncricinfo.com/ci/engine/player/10668.html?class=1;template=results;type=allround;view=match",3235,88,36.76136364,33.75,4,0
"douglas carr","england",10669,"https://stats.espncricinfo.com/ci/engine/player/10669.html?class=1;template=results;type=allround;view=match",2711,77,35.20779221,0,1,0
"brydon carse","england",596417,"https://stats.espncricinfo.com/ci/engine/player/596417.html?class=1;template=results;type=allround;view=match",6659,180,36.99444444,18.8,7,2
"tom cartwright","england",10679,"https://stats.espncricinfo.com/ci/engine/player/10679.html?class=1;template=results;type=allround;view=match",6564,166,39.54216867,5.2,7,2
"percy chapman","england",10705,"https://stats.espncricinfo.com/ci/engine/player/10705.html?class=1;template=results;type=allround;view=match",22856,606,37.71617162,28.9,36,4
"harry charlwood","england",10713,"https://stats.espncricinfo.com/ci/engine/player/10713.html?class=1;template=results;type=allround;view=match",2711,104,26.06730769,15.75,4,0
"william chatterton","england",10716,"https://stats.espncricinfo.com/ci/engine/player/10716.html?class=1;template=results;type=allround;view=match",1943,73,26.61643836,48,1,0
"john childs","england",10721,"https://stats.espncricinfo.com/ci/engine/player/10721.html?class=1;template=results;type=allround;view=match",2891,100,28.91,0,4,4
"stanley christopherson","england",10727,"https://stats.espncricinfo.com/ci/engine/player/10727.html?class=1;template=results;type=allround;view=match",2239,73,30.67123288,17,1,0
"nobby clark","england",10739,"https://stats.espncricinfo.com/ci/engine/player/10739.html?class=1;template=results;type=allround;view=match",8298,242,34.2892562,9,9,5
"rikki clarke","england",11724,"https://stats.espncricinfo.com/ci/engine/player/11724.html?class=1;template=results;type=allround;view=match",3169,101,31.37623762,32,3,0
"johnnie clay","england",10745,"https://stats.espncricinfo.com/ci/engine/player/10745.html?class=1;template=results;type=allround;view=match",2702,72,37.52777778,0,0,0
"brian close","england",10754,"https://stats.espncricinfo.com/ci/engine/player/10754.html?class=1;template=results;type=allround;view=match",17695,564,31.37411348,25.34,37,2
"len coldwell","england",10763,"https://stats.espncricinfo.com/ci/engine/player/10763.html?class=1;template=results;type=allround;view=match",6747,215,31.38139535,4.5,7,5
"paul collingwood","england",10772,"https://stats.espncricinfo.com/ci/engine/player/10772.html?class=1;template=results;type=allround;view=match",57655,1553,37.12491951,40.56,115,10
"denis compton","england",10777,"https://stats.espncricinfo.com/ci/engine/player/10777.html?class=1;template=results;type=allround;view=match",59488,1789,33.25209614,50.06,131,15
"nick compton","england",11718,"https://stats.espncricinfo.com/ci/engine/player/11718.html?class=1;template=results;type=allround;view=match",14475,406,35.65270936,28.7,30,3
"alastair cook","england",11728,"https://stats.espncricinfo.com/ci/engine/player/11728.html?class=1;template=results;type=allround;view=match",130244,3656,35.62472648,45.35,291,16
"sam cook","england",10792,"https://stats.espncricinfo.com/ci/engine/player/10792.html?class=1;template=results;type=allround;view=match",3063,78,39.26923077,2,2,0
"geoff cook","england",10793,"https://stats.espncricinfo.com/ci/engine/player/10793.html?class=1;template=results;type=allround;view=match",7656,210,36.45714286,15.61,13,0
"nick cook","england",10797,"https://stats.espncricinfo.com/ci/engine/player/10797.html?class=1;template=results;type=allround;view=match",13087,400,32.7175,8.52,25,4
"geoff cope","england",10809,"https://stats.espncricinfo.com/ci/engine/player/10809.html?class=1;template=results;type=allround;view=match",3855,113,34.11504425,13.33,3,0
"bill copson","england",10812,"https://stats.espncricinfo.com/ci/engine/player/10812.html?class=1;template=results;type=allround;view=match",4261,129,33.03100775,6,1,0
"dominic cork","england",10816,"https://stats.espncricinfo.com/ci/engine/player/10816.html?class=1;template=results;type=allround;view=match",30527,883,34.57191393,18,56,8
"tich cornford","england",10817,"https://stats.espncricinfo.com/ci/engine/player/10817.html?class=1;template=results;type=allround;view=match",4136,131,31.57251908,9,4,0
"bob cottam","england",10824,"https://stats.espncricinfo.com/ci/engine/player/10824.html?class=1;template=results;type=allround;view=match",4290,154,27.85714286,6.75,5,1
"the hon charles coventry","england",10836,"https://stats.espncricinfo.com/ci/engine/player/10836.html?class=1;template=results;type=allround;view=match",2352,98,24,13,2,1
