id	x	y	class
833	-511441.8991	-1142783.838	1
833	-511440.125	-1142783.625	1
833	-511429.4363	-1142783.588	1
833	-511423.9528	-1142784.18	1
833	-511418.9842	-1142784.716	0
833	-511416.9967	-1142784.931	0
833	-511415.4663	-1142785.096	0
833	-511414.0497	-1142785.446	0
833	-511412.109	-1142785.925	0
833	-511396.1781	-1142789.859	0
833	-511385.0051	-1142792.889	0
833	-511379.3534	-1142794.422	0
833	-511350.6961	-1142801.289	1
833	-511328.8708	-1142805.217	1
833	-511277.7968	-1142811.384	0
833	-511271.6562	-1142812.125	0
833	-511247.7466	-1142814.862	1
833	-511229.4903	-1142815.497	1
833	-511224.3309	-1142815.02	1
833	-511217.2263	-1142813.479	1
833	-511209.329	-1142811.766	1
833	-511196.3908	-1142808.353	0
833	-511184.6562	-1142804.875	0
833	-511175.5152	-1142802.082	1
833	-511169.4033	-1142800.574	1
833	-511164.375	-1142800	1
833	-511135.0366	-1142800.613	1
833	-511113.1192	-1142802.358	0
833	-511081.5	-1142804.875	0
833	-511019.8125	-1142809.875	0
833	-510953.5312	-1142814.125	0
833	-510920.8336	-1142817.553	0
1024	-643345.9644	-1135548.013	0
1024	-643369.5951	-1135537.085	0
1024	-643374.1395	-1135534.984	0
1024	-643624.9886	-1135418.981	0
1024	-643634.9862	-1135414.357	0
1024	-643652.2548	-1135406.372	0
1024	-643656.7991	-1135404.27	0
1024	-643669.5234	-1135398.386	0
1024	-643672.25	-1135397.125	0
1024	-643684.0529	-1135391.703	0
1024	-643690.4084	-1135388.784	0
1024	-643726.7251	-1135372.102	0
1024	-643962.875	-1135263.625	0
1024	-644253.125	-1135129.5	0
1024	-644512.2055	-1135010.149	0
1024	-644563.518	-1134987.399	0
1024	-644598.9555	-1134972.524	1
1024	-644623.0802	-1134963.634	1
1024	-644629.06	-1134961.43	1
1024	-644641.1407	-1134957.814	0
1024	-644647.8407	-1134955.808	0
1024	-644659.1225	-1134952.43	0
1024	-644659.3291	-1134952.378	0
1024	-644664.1738	-1134951.16	0
1024	-644677.7392	-1134947.748	0
1024	-644690.435	-1134944.555	0
1024	-644701.0325	-1134942.058	0
1181	-561513.1184	-1129622.93	0
1181	-561510.9361	-1129628.524	0
1181	-561510.3312	-1129630.075	0
1181	-561507.5096	-1129636.853	0
1181	-561504.3087	-1129644.543	0
1181	-561496.5774	-1129661.914	1
1181	-561486.8462	-1129682.908	1
1181	-561479.3055	-1129698.783	1
1181	-561469.3836	-1129718.494	1
1181	-561457.6018	-1129740.243	0
1181	-561452.421	-1129749.379	0
1181	-561442.9253	-1129765.59	0
1181	-561428.6377	-1129789.403	0
1181	-561400.4596	-1129835.043	0
1181	-561375.0595	-1129876.319	0
1181	-561344.1032	-1129926.722	0
1181	-561310.501	-1129982.02	0
1181	-561262.479	-1130060.866	0
1181	-561203.08	-1130157.968	0
1181	-561183.9739	-1130188.996	0
1181	-561153.4705	-1130238.534	0
1181	-561141.9797	-1130257.157	0
1181	-561137.2503	-1130264.822	0
1181	-561116.2306	-1130298.888	0
1181	-561112.3889	-1130305.114	0
1181	-561067.2162	-1130379.16	0
1181	-561012.5796	-1130468.325	0
1181	-560964.9545	-1130545.848	0
1181	-560926.7221	-1130608.29	0
1181	-560909.7423	-1130635.957	0
1181	-560902.9375	-1130647.045	0
1181	-560896.0304	-1130658.428	0
1181	-560895.6764	-1130659.007	0
1181	-560839.5418	-1130750.768	0
1181	-560775.5125	-1130855.014	0
1181	-560718.7593	-1130947.751	0
1181	-560654.5976	-1131052.394	0
1181	-560601.4163	-1131139.839	0
1181	-560577.918	-1131178.202	0
1181	-560574.7855	-1131183.316	0
1181	-560568.5206	-1131193.544	0
1181	-560565.9102	-1131197.806	0
1181	-560550.7699	-1131222.524	0
1181	-560547.0443	-1131228.607	0
1181	-560536.5716	-1131245.216	1
1181	-560529.0526	-1131256.652	1
1181	-560521.6004	-1131267.071	1
1181	-560512.5161	-1131279.407	1
1181	-560501.5359	-1131293.033	1
1181	-560489.8278	-1131306.746	0
1181	-560479.3716	-1131318.421	0
1181	-560468.5766	-1131329.891	0
1181	-560457.26	-1131341.747	0
1181	-560453.2493	-1131345.95	0
1181	-560423.4836	-1131376.774	0
1181	-560388.0114	-1131413.825	0
1181	-560378.3343	-1131423.933	0
1181	-560368.641	-1131434.081	0
1181	-560361.9679	-1131441.067	0
1181	-560311.1678	-1131493.852	0
1181	-560223.7228	-1131585.398	0
1181	-560204.3234	-1131605.657	0
1181	-560197.3907	-1131612.897	0
1181	-560149.1101	-1131663.318	0
1181	-560062.7235	-1131753.065	0
1181	-559982.1422	-1131837.162	0
1181	-559939.0041	-1131881.97	0
1181	-559878.9965	-1131944.518	0
1181	-559863.3332	-1131960.922	0
1181	-559847.9873	-1131976.373	0
1181	-559839.1184	-1131985.06	1
1181	-559830.9481	-1131992.778	1
1181	-559818.2166	-1132003.853	1
1181	-559786.0747	-1132030.666	0
1181	-559751.2706	-1132059.099	0
1181	-559724.0536	-1132081.334	0
1181	-559711.1444	-1132091.944	0
1181	-559677.1719	-1132120.201	0
1181	-559643.1994	-1132148.988	0
1181	-559633.1452	-1132157.984	1
1181	-559629.379	-1132161.739	1
1181	-559624.0296	-1132167.074	1
1181	-559619.7785	-1132171.963	1
1181	-559613.9893	-1132178.621	0
1181	-559605.6626	-1132188.902	0
1266	-546588.4677	-1125445.963	1
1266	-546579.625	-1125459.375	1
1266	-546571.3125	-1125475.875	1
1266	-546565.75	-1125493	1
1266	-546562.5479	-1125510.269	1
1266	-546562.25	-1125511.875	1
1266	-546560.4375	-1125535.125	1
1266	-546560.9375	-1125557.5	1
1266	-546565.1875	-1125608.125	0
1266	-546570.249	-1125663.999	0
1266	-546573.9538	-1125704.896	0
1266	-546574.8125	-1125714.375	0
1266	-546577.1769	-1125751.856	0
1266	-546579.875	-1125794.625	1
1266	-546582.583	-1125810.635	0
1266	-546587	-1125836.75	0
1266	-546597.875	-1125885.875	0
1266	-546599.4692	-1125894.054	0
1266	-546605.0625	-1125922.75	0
1266	-546609.5625	-1125944.125	0
1266	-546613.5625	-1125963.125	0
1266	-546622.0625	-1125997.25	0
1266	-546628.9395	-1126020.806	0
1266	-546634.8338	-1126040.996	0
1266	-546637.9226	-1126052.497	0
1266	-546638.9522	-1126056.33	0
1266	-546642.2985	-1126068.789	0
1266	-546648.0625	-1126090.25	0
1266	-546653.3876	-1126107.93	0
1266	-546656.4594	-1126118.128	0
1266	-546656.6762	-1126118.848	0
1266	-546660.8189	-1126132.603	0
1266	-546661.8793	-1126136.123	0
1266	-546664.9186	-1126144.867	0
1266	-546670.4574	-1126160.801	0
1266	-546677.3526	-1126180.638	0
1266	-546679.9682	-1126187.962	0
1266	-546688.9797	-1126213.194	0
1266	-546693.9861	-1126227.212	0
1266	-546696.4026	-1126233.978	0
1266	-546708.6653	-1126265.154	0
1266	-546718.8359	-1126291.011	0
1266	-546727.9571	-1126315.34	0
1266	-546735.375	-1126335.125	0
1266	-546749.9864	-1126372.176	0
1266	-546759.875	-1126397.25	0
1266	-546761.0761	-1126400.027	0
1266	-546774.3125	-1126430.625	0
1266	-546776.6676	-1126436.826	0
1266	-546791.5685	-1126476.063	0
1266	-546827.8125	-1126571.5	0
1266	-546836.5176	-1126593.678	0
1266	-546860.9806	-1126656.002	0
1266	-546862.441	-1126659.723	0
1266	-546863.1875	-1126661.625	0
1266	-546871.4837	-1126683.012	0
1266	-546880.5187	-1126706.304	0
1266	-546892.0835	-1126736.117	0
1266	-546898.875	-1126753.625	0
1266	-546946.0625	-1126874	0
1266	-546987.9705	-1126979.744	0
1266	-546993.125	-1126992.75	0
1266	-546999.2679	-1127008.619	0
1266	-547000.7133	-1127012.353	0
1266	-547002.1586	-1127016.087	0
1266	-547003.604	-1127019.821	0
1266	-547005.0494	-1127023.555	0
1266	-547007.9402	-1127031.023	0
1266	-547012.999	-1127044.091	0
1266	-547015.625	-1127050.875	0
1266	-547016.6268	-1127053.42	0
1266	-547058.375	-1127159.5	0
1266	-547102.875	-1127272.875	0
1266	-547119.7822	-1127315.095	0
1266	-547157.6875	-1127409.75	0
1266	-547175.6516	-1127454.459	0
1266	-547194	-1127500.125	1
1266	-547208.5625	-1127530	1
1266	-547213.1413	-1127537.326	0
1332	-575957.0135	-1122674.359	0
1332	-575962.6919	-1122678.063	0
1332	-575972.5005	-1122683.918	1
1332	-575980.1734	-1122687.755	1
1332	-575988.5078	-1122690.93	1
1332	-575994.1963	-1122692.517	1
1332	-575999.1413	-1122693.602	1
1332	-576005.5734	-1122694.369	1
1332	-576012.4526	-1122694.899	1
1332	-576020.3901	-1122695.031	1
1332	-576028.5922	-1122694.502	1
1332	-576039.837	-1122693.311	1
1332	-576051.8899	-1122691.418	0
1332	-576061.2683	-1122689.607	0
1332	-576073.9684	-1122686.696	0
1332	-576104.9247	-1122678.627	0
1332	-576148.0519	-1122667.382	0
1332	-576188.4009	-1122656.666	0
1332	-576216.1822	-1122649.39	0
1332	-576246.8739	-1122641.585	0
1332	-576271.8771	-1122635.367	0
1332	-576289.7365	-1122631.134	0
1332	-576305.2146	-1122627.694	0
1332	-576321.0897	-1122624.255	0
1332	-576334.9803	-1122621.741	0
1332	-576349.0033	-1122619.492	0
1332	-576349.2968	-1122619.453	0
1332	-576352.2687	-1122619.053	0
1332	-576468.0808	-1122603.462	0
1332	-576487.5129	-1122600.442	0
1332	-576504.314	-1122597.532	1
1332	-576515.6911	-1122595.415	1
1332	-576528.9807	-1122592.377	1
1332	-576538.7099	-1122589.727	1
1332	-576547.4412	-1122587.081	1
1332	-576566.0943	-1122580.598	0
1332	-576588.0548	-1122572.529	0
1332	-576634.0924	-1122555.198	0
1332	-576646.5977	-1122550.489	0
1332	-576660.0216	-1122545.806	1
1332	-576667.9591	-1122543.424	1
1332	-576672.9862	-1122542.366	1
1332	-576678.5625	-1122541.375	1
1332	-576685.2837	-1122540.876	1
1332	-576692.0306	-1122540.876	1
1332	-576699.7091	-1122541.705	1
1332	-576705.6623	-1122542.895	1
1332	-576711.6155	-1122544.615	1
1332	-576718.0978	-1122547.393	1
1332	-576724.1831	-1122550.833	1
1332	-576729.078	-1122553.743	1
1332	-576735.0311	-1122557.844	1
1332	-576769.1096	-1122584.674	0
1332	-576775.4671	-1122589.679	0
1332	-576777.773	-1122591.444	0
1332	-576784.9165	-1122596.912	0
1332	-576824.603	-1122627.289	0
1332	-576836.9959	-1122636.775	0
1332	-576878.8151	-1122668.288	0
1332	-576884.4491	-1122672.533	0
1332	-576921.7298	-1122701.025	0
1332	-576934.4367	-1122710.736	0
1332	-576953.1805	-1122725.061	0
1332	-576982.1524	-1122747.022	0
1332	-577011.5213	-1122769.511	0
1332	-577025.8088	-1122779.433	0
1332	-577031.2913	-1122783.136	0
1332	-577081.636	-1122817.136	0
1332	-577134.8174	-1122852.987	0
1332	-577141.3282	-1122857.727	0
1332	-577146.9849	-1122861.845	0
1332	-577151.3539	-1122865.026	1
1332	-577173.5789	-1122882.356	1
1332	-577188.2633	-1122894.792	1
1332	-577202.5508	-1122907.756	0
1332	-577224.5849	-1122928.505	0
1332	-577290.9219	-1122990.042	0
1332	-577335.4091	-1123032.211	0
1332	-577378.1021	-1123071.666	0
1332	-577398.5426	-1123090.901	0
1332	-577436.2336	-1123125.932	0
1332	-577443.3221	-1123132.52	0
1332	-577455.493	-1123143.765	1
1332	-577463.6951	-1123150.247	1
1332	-577471.368	-1123156.201	1
1332	-577471.8385	-1123156.514	1
1332	-577477.4729	-1123160.272	1
1332	-577484.3326	-1123164.535	1
1332	-577492.667	-1123168.768	1
1332	-577501.266	-1123172.605	1
1332	-577509.062	-1123175.647	1
1332	-577512.1139	-1123176.838	1
1332	-577543.1178	-1123187.258	0
1332	-577596.5634	-1123205.22	1
1332	-577614.4461	-1123212.245	1
1332	-577623.1068	-1123216.129	1
1332	-577629.1184	-1123219.457	1
1332	-577630.5152	-1123220.23	1
1332	-577637.0447	-1123224.561	1
1332	-577645.7288	-1123231.607	1
1332	-577654.1955	-1123239.015	0
1332	-577654.2826	-1123239.099	0
1727	-558253.5193	-1106377.871	0
1727	-558255.0625	-1106382	0
1727	-558270.25	-1106422	0
1727	-558271.1191	-1106424.558	0
1727	-558281.25	-1106454.375	0
1727	-558291.9976	-1106483.854	0
1727	-558292.1875	-1106484.375	0
1727	-558303.6875	-1106517.125	1
1727	-558309.8125	-1106539.625	1
1727	-558312.4157	-1106551.614	1
1727	-558314.5625	-1106561.5	1
1727	-558319.8125	-1106598.625	0
1727	-558321.8183	-1106612.742	0
1727	-558323.7835	-1106626.574	0
1727	-558324.7661	-1106633.49	0
1727	-558329.2581	-1106665.106	0
1727	-558331.25	-1106679.125	0
1727	-558335.3579	-1106702.528	0
1727	-558337.4375	-1106714.375	0
1727	-558342.7083	-1106739.725	0
1727	-558347.9375	-1106764.875	1
1727	-558351.0105	-1106775.681	0
1727	-558353.1941	-1106783.36	0
1727	-558359.3125	-1106804.875	0
1727	-558368.7455	-1106837.035	0
1727	-558374.125	-1106855.375	0
1727	-558375.9266	-1106859.864	0
1727	-558376.2983	-1106860.79	0
1727	-558377.4134	-1106863.568	0
1727	-558378.1568	-1106865.421	0
1727	-558396.5	-1106911.125	0
1727	-558400.1167	-1106920.049	0
1727	-558423.25	-1106977.125	0
1727	-558432.8654	-1107001.529	0
1732	-854056.3604	-1106292.647	0
1732	-854202.6347	-1106579.658	0
1732	-854291.9582	-1106756.188	0
1732	-854391.0184	-1106953.039	0
1732	-854447.4375	-1107065.5	0
1732	-854448.7009	-1107067.966	0
1732	-854450.9808	-1107072.415	0
1732	-854454.6285	-1107079.535	0
1732	-854472.8133	-1107115.026	0
1732	-854488.0933	-1107145.529	0
1732	-854497.0636	-1107163.436	0
1732	-854522.887	-1107212.754	1
1732	-854531.4026	-1107226.635	1
1732	-854538.127	-1107235.614	1
1732	-854548.83	-1107249.25	1
1732	-854563.7387	-1107264.613	1
1732	-854578.3438	-1107278.371	1
1732	-854589.1875	-1107287.25	1
1732	-854600.9921	-1107295.939	1
1732	-854611.7872	-1107303.136	1
1732	-854622.3705	-1107309.275	1
1732	-854639.5998	-1107317.099	1
1732	-854656.6606	-1107323.668	1
1732	-854666.3973	-1107327.055	1
1732	-854679.309	-1107331.076	1
1732	-854692.2207	-1107334.251	1
1732	-854703.2274	-1107336.58	1
1732	-854714.0224	-1107338.273	1
1732	-854728.8391	-1107339.331	0
1732	-854772.4669	-1107342.156	0
1732	-854787.6825	-1107343.141	0
1732	-854815.8303	-1107344.699	0
1732	-854855.2043	-1107346.74	0
1732	-854891.6111	-1107348.221	0
1732	-854922.9378	-1107349.28	0
1732	-854952.3595	-1107350.55	0
1732	-854980.236	-1107351.405	0
2168	-686491.0071	-1087691.288	0
2168	-686496.791	-1087706.26	0
2168	-686499.683	-1087713.746	0
2168	-686504.1185	-1087725.228	0
2168	-686526.3125	-1087789.375	0
2168	-686582.625	-1087967.875	1
2168	-686587.6875	-1087987.875	1
2168	-686591.4443	-1088006.474	1
2168	-686591.5	-1088006.75	1
2168	-686598.3103	-1088049.343	0
2168	-686604.6603	-1088080.564	0
2168	-686610.4106	-1088102.868	0
2168	-686613.3916	-1088114.431	0
2168	-686613.7168	-1088115.482	0
2470	-695213.3798	-1075900.579	0
2470	-695198	-1075910.125	0
2470	-695164.9375	-1075932	0
2470	-695152.5625	-1075940.875	1
2470	-695141.0625	-1075952.125	1
2470	-695130.625	-1075963.625	1
2470	-695113.6875	-1075986.25	1
2470	-695103.8125	-1075997.625	1
2470	-695093.026	-1076006.678	1
2470	-695090.7281	-1076008.607	1
2470	-695089.8125	-1076009.375	1
2470	-695062.1875	-1076025.375	1
2470	-695049.4938	-1076031.521	1
2470	-695020.125	-1076040.253	1
2470	-695003.0625	-1076044.375	1
2470	-694974.0874	-1076050.042	1
2470	-694928.3086	-1076055.129	0
2470	-694909.7935	-1076057.186	0
2470	-694865.1875	-1076061	0
2470	-694836	-1076064.125	1
2470	-694820.3642	-1076066.711	1
2470	-694799.1975	-1076073.061	0
2470	-694797.0505	-1076073.889	0
2470	-694781.1886	-1076080.004	0
2470	-694764.2724	-1076085.761	0
2470	-694764.1567	-1076085.801	0
2470	-694731.25	-1076097.25	0
2470	-694718.6687	-1076101.027	0
2470	-694706.064	-1076104.811	0
2470	-694701.4396	-1076106.209	0
2470	-694695.6991	-1076107.945	0
2470	-694671.9327	-1076115.13	0
2470	-694642.5638	-1076124.126	0
2470	-694619.2805	-1076129.682	1
2470	-694602.3471	-1076131.27	0
2470	-694585.6837	-1076133.688	0
2470	-694567.6866	-1076135.767	1
2470	-694554.9866	-1076139.207	1
2470	-694546.2546	-1076142.482	1
2470	-694540.1699	-1076144.763	1
2470	-694531.75	-1076149.75	0
2470	-694455.8125	-1076191.5	0
2470	-694380.75	-1076230.125	1
2470	-694364.5	-1076242	1
2470	-694353.75	-1076250.75	1
2470	-694343.875	-1076262.375	1
2470	-694332	-1076278.375	1
2470	-694323.7403	-1076295.311	0
2470	-694311.4375	-1076318.875	0
2470	-694305.7486	-1076329.972	1
2470	-694297.8111	-1076341.349	1
2470	-694296.6513	-1076342.38	0
2470	-694288.286	-1076349.816	0
2470	-694280.5	-1076356.125	0
2470	-694270.25	-1076365.25	0
2470	-694252.3146	-1076379.705	0
2470	-694236.75	-1076392.25	0
2470	-694226.7268	-1076400.471	0
2470	-694215.2609	-1076409.876	0
2470	-694207.0816	-1076415.802	0
2470	-694189.3317	-1076428.662	1
2470	-694175.8379	-1076437.393	1
2470	-694159.6983	-1076445.86	0
2470	-694112.8669	-1076468.349	0
2470	-694079.5	-1076484.125	1
2470	-694067.8774	-1076491.617	1
2470	-694057.3043	-1076501.951	1
2470	-694050.1026	-1076510.331	1
2470	-694041.9585	-1076522.854	1
2470	-694033.7564	-1076538.464	0
2470	-693998.8313	-1076617.575	0
2470	-693947.502	-1076731.081	1
2470	-693938.2416	-1076749.337	1
2470	-693925.5416	-1076771.033	0
2470	-693906.7561	-1076800.931	0
2470	-693874.2123	-1076851.996	0
2470	-693827.6455	-1076922.904	0
2470	-693794.0434	-1076977.144	0
2470	-693779.1636	-1077000.483	0
2470	-693760.4412	-1077036.411	0
2470	-693744.25	-1077066.625	0
2470	-693728.4266	-1077098.588	0
2470	-693691.1203	-1077161.559	0
2470	-693652.2264	-1077222.413	0
2470	-693644.0243	-1077237.23	0
2470	-693638.4681	-1077244.374	1
2470	-693632.9118	-1077249.93	1
2470	-693625.125	-1077256.125	1
2470	-693615.4493	-1077261.572	1
2470	-693591.125	-1077270.25	0
2470	-693546.6575	-1077286.707	1
2470	-693534.222	-1077292.528	1
2470	-693523.6387	-1077298.614	1
2470	-693514.4375	-1077306.125	1
2470	-693506.4407	-1077314.489	1
2470	-693489.2428	-1077337.243	0
2470	-693408.2801	-1077443.87	1
2470	-693400.1916	-1077458.369	1
2470	-693391.0822	-1077479.589	0
2470	-693377.0592	-1077513.456	0
2470	-693366.7405	-1077540.179	0
2470	-693356.4217	-1077570.87	0
2470	-693346.3675	-1077599.71	1
2470	-693344.5651	-1077607.37	1
2470	-693342.1342	-1077617.702	1
2470	-693340.5467	-1077631.725	1
2470	-693340.3744	-1077646.885	0
2470	-693340.2821	-1077655.008	0
2470	-693342.9279	-1077721.154	1
2470	-693342.3987	-1077744.702	1
2470	-693340.0175	-1077782.537	0
2470	-693337.1071	-1077815.875	0
2470	-693332.4589	-1077863.789	0
2470	-693332.0625	-1077867.875	0
2470	-693329.4341	-1077896.308	1
2470	-693324.9362	-1077930.969	0
2470	-693323.6205	-1077939.039	0
2470	-693301.1237	-1078077.019	0
2470	-693291.4699	-1078117.574	0
2476	-665843.2443	-1075668.743	0
2476	-665806.8991	-1075680.692	0
2476	-665794.4637	-1075685.984	1
2476	-665782.0283	-1075691.54	1
2476	-665770.6512	-1075700.007	1
2476	-665759.5386	-1075711.384	0
2476	-665745.6775	-1075726.516	0
2476	-665727.7886	-1075746.045	0
2476	-665710.5906	-1075763.507	0
2476	-665688.101	-1075785.468	1
2476	-665673.2843	-1075795.257	0
2476	-665569.2232	-1075856.638	0
2476	-665548.1361	-1075869.076	0
2476	-665526.9838	-1075881.474	0
2476	-665452.8859	-1075924.903	0
2476	-665441.3743	-1075931.182	0
2476	-665417.9609	-1075943.953	1
2476	-665386.75	-1075957.25	1
2476	-665370.0712	-1075961.416	1
2476	-665354	-1075962.625	0
2476	-665292.1875	-1075968.125	0
2476	-665256.3001	-1075970.941	0
2476	-665236.7408	-1075972.288	1
2476	-665211.85	-1075977.291	1
2476	-665189.8422	-1075984.138	0
2476	-665176.1312	-1075988.403	0
2476	-665160.293	-1075993.509	0
2476	-665102.2352	-1076012.225	0
2476	-665055.481	-1076027.297	0
2476	-665053.6956	-1076027.874	0
2476	-665047.9865	-1076029.72	0
2476	-665046.0835	-1076030.336	0
2476	-665020.2913	-1076038.674	0
2476	-664977.1641	-1076054.814	0
2476	-664931.9208	-1076073.498	0
2476	-664893.4901	-1076089.048	1
2476	-664890.4288	-1076090.613	1
2476	-664882.4151	-1076094.709	1
2476	-664876.0931	-1076098.206	1
2476	-664873.7583	-1076099.707	1
2476	-664868.6848	-1076102.968	1
2476	-664859.9535	-1076111.964	0
2476	-664834.8695	-1076142.389	0
2476	-664790.3679	-1076196.366	0
2476	-664784.6749	-1076203.393	0
2476	-664760.9991	-1076232.614	0
2476	-664743.8012	-1076253.516	1
2476	-664729.3907	-1076266.39	0
2476	-664723.9574	-1076271.244	0
2476	-664707.4706	-1076285.375	0
2476	-664679.5073	-1076309.344	0
2476	-664628.2516	-1076351.193	0
2476	-664608.8634	-1076367.023	0
2476	-664605.8069	-1076369.557	0
2476	-664604.2671	-1076370.833	0
2476	-664598.1081	-1076375.938	0
2476	-664596.5684	-1076377.215	0
2476	-664593.4888	-1076379.768	0
2476	-664588.755	-1076383.692	0
2476	-664578.0455	-1076392.476	0
2476	-664565.2071	-1076403.006	0
2476	-664555.4305	-1076410.626	0
2476	-664529.2237	-1076431.052	0
2476	-664503.2945	-1076450.631	0
2476	-664395.3443	-1076520.482	0
2476	-664393.9634	-1076521.48	0
2639	-797009.661	-1069078.306	0
2639	-797021.8597	-1069080.893	0
2639	-797066.839	-1069089.889	0
2639	-797105.9974	-1069097.033	1
2639	-797135.6308	-1069104.706	1
2639	-797160.4804	-1069113.186	0
2639	-797188.875	-1069122.875	0
2639	-797211.7312	-1069131.926	0
2639	-797230.0162	-1069139.166	0
2639	-797247.387	-1069146.044	0
2639	-797279.2998	-1069158.681	0
2639	-797286.6593	-1069161.711	0
2639	-797301.7894	-1069167.941	0
2639	-797355.7645	-1069188.314	0
2639	-797402.5959	-1069207.364	0
2639	-797463.7148	-1069237.262	0
2639	-797507.9342	-1069261.082	0
2639	-797521.7854	-1069268.544	0
2639	-797540.5	-1069278.625	1
2639	-797556.1959	-1069289.436	1
2639	-797565	-1069295.5	1
2639	-797591.6612	-1069320.441	0
2639	-797603.1505	-1069331.19	1
2639	-797614.5477	-1069343.874	1
2639	-797619.5547	-1069349.446	1
2639	-797639.1339	-1069366.379	1
2639	-797653.537	-1069374.981	1
2639	-797656.1205	-1069376.524	0
2639	-797658.1839	-1069377.756	0
2639	-797666.036	-1069381.338	0
2639	-797668.7739	-1069382.587	0
2639	-797673.2652	-1069384.636	0
2639	-797944.9928	-1069483.59	0
2639	-797983.8866	-1069497.877	0
2639	-798136.3189	-1069552.629	0
2639	-798178.3558	-1069567.728	0
2639	-798329.9623	-1069612.178	1
2639	-798337.8633	-1069613.368	1
2639	-798349.2769	-1069615.088	1
2639	-798365.152	-1069615.617	1
2639	-798379.25	-1069615.625	1
2639	-798400.8022	-1069613.377	0
2639	-798415.7671	-1069611.816	0
2639	-798510.5447	-1069601.931	0
2639	-798565.416	-1069596.208	0
2639	-798576.3902	-1069595.063	1
2639	-798579.3832	-1069594.751	1
2639	-798579.7295	-1069594.715	1
2639	-798585.3997	-1069594.746	1
2639	-798608.8125	-1069594.875	1
2639	-798618.4701	-1069595.644	1
2639	-798629.4691	-1069596.519	1
2639	-798633.9375	-1069596.875	1
2639	-798659.0299	-1069601.996	1
2639	-798661.5	-1069602.5	1
2639	-798685	-1069609.625	1
2639	-798697.0672	-1069614.582	1
2639	-798706.3457	-1069618.393	1
2639	-798717.5625	-1069623	1
2639	-798739.5	-1069633.5	1
2639	-798755.125	-1069642.25	1
2639	-798765.875	-1069651	1
2639	-798800.1279	-1069686.79	0
2639	-798862.25	-1069757.625	0
2639	-798864.738	-1069760.347	0
2833	-586029.2775	-1061837.487	0
2833	-586035.4395	-1061874.617	0
2833	-586044.9375	-1061913	0
2833	-586049.4477	-1061928.055	0
2833	-586059.5167	-1061961.666	0
2833	-586072.1667	-1062005.706	0
2833	-586073.8042	-1062011.407	0
2833	-586082.5355	-1062046.597	0
2833	-586088.1167	-1062066.572	0
2833	-586092.5896	-1062082.58	0
2833	-586102.1847	-1062109.233	0
2833	-586106.8772	-1062122.268	0
2833	-586123.0168	-1062161.691	0
2833	-586126.7089	-1062169.318	0
2833	-586163.2335	-1062244.77	0
2833	-586172.7928	-1062265.745	0
2833	-586178.5922	-1062278.47	0
2833	-586190.4857	-1062304.566	0
2833	-586207.8314	-1062336.889	1
2833	-586209.3439	-1062338.956	1
2833	-586220.3836	-1062354.043	1
2833	-586236.5233	-1062370.183	1
2833	-586264.006	-1062394.037	0
2833	-586278.1785	-1062406.338	0
2833	-586298.9651	-1062420.719	1
2833	-586325.688	-1062442.414	1
2833	-586373.0485	-1062490.833	0
2833	-586388.3944	-1062505.121	0
2833	-586416.7049	-1062530.256	1
2833	-586436.3027	-1062545.32	0
2833	-586452.1415	-1062557.495	0
2833	-586452.1591	-1062557.508	0
2833	-586563.5088	-1062642.069	0
2833	-586578.623	-1062653.547	0
2833	-586578.6302	-1062653.552	0
2833	-586597.2472	-1062666.998	0
2833	-586616.7303	-1062681.069	0
2833	-586638.3748	-1062693.401	0
3045	-749578.6575	-1051251.091	0
3045	-749578.3623	-1051249.131	1
3045	-749578.303	-1051247.15	1
3045	-749578.4804	-1051245.176	1
3045	-749578.8921	-1051243.237	1
3045	-749579.532	-1051241.362	1
3045	-749580.3911	-1051239.576	1
3045	-749581.4571	-1051237.905	1
3045	-749582.7148	-1051236.373	1
3045	-749584.6815	-1051234.567	1
3045	-749585.6712	-1051233.916	1
3045	-749586.9125	-1051233.099	1
3045	-749592.2415	-1051231.757	0
3045	-749597.6192	-1051230.625	0
3045	-749602.8916	-1051229.726	1
3045	-749608.1946	-1051229.03	1
3045	-749635.6621	-1051226.366	0
3045	-749644.9293	-1051225.152	0
3045	-749673.2669	-1051221.437	0
3045	-749699.815	-1051217.957	0
3045	-749704.5994	-1051217.33	0
3045	-749714.4306	-1051216.575	1
3045	-749717.1412	-1051216.367	1
3045	-749729.8199	-1051216.149	1
3045	-749737.0149	-1051216.388	1
3045	-749742.6768	-1051216.575	1
3045	-749754.7698	-1051217.608	1
3045	-749760.7549	-1051218.732	1
3045	-749766.6953	-1051220.073	1
3045	-749772.5832	-1051221.627	1
3045	-749778.4109	-1051223.395	1
3045	-749784.1706	-1051225.372	1
3045	-749789.8547	-1051227.558	1
3045	-749795.4558	-1051229.948	1
3045	-749800.9666	-1051232.539	1
3045	-749801.3905	-1051232.795	0
3045	-749810.2877	-1051238.166	0
3045	-749810.6654	-1051238.407	0
3045	-749819.4664	-1051244.022	0
3045	-749828.4971	-1051250.104	0
3045	-749837.3743	-1051256.408	0
3045	-749846.0925	-1051262.929	0
3045	-749854.6464	-1051269.665	0
3045	-749870.7771	-1051282.969	0
3045	-749876.97	-1051288.35	1
3045	-749879.0337	-1051290.22	1
3045	-749882.4086	-1051293.279	1
3045	-749887.5355	-1051298.532	1
